Epoch 1/1 | Batch 0/1767 | Avg Loss: 0.18479882180690765
Epoch 1/1 | Batch 1071/1767 | Avg Loss: 0.18384465027381391
Epoch 1/1 | Batch 1088/1767 | Avg Loss: 0.1633194395724465
Epoch 1/1 | Batch 1105/1767 | Avg Loss: 0.18188530031372518
Epoch 1/1 | Batch 1122/1767 | Avg Loss: 0.17217772979946697
Epoch 1/1 | Batch 1139/1767 | Avg Loss: 0.19335553663618424
Epoch 1/1 | Batch 1156/1767 | Avg Loss: 0.21369548755533554
Epoch 1/1 | Batch 1173/1767 | Avg Loss: 0.17576961745234096
Epoch 1/1 | Batch 1190/1767 | Avg Loss: 0.1714314283693538
Epoch 1/1 | Batch 1207/1767 | Avg Loss: 0.21088655336814768
Epoch 1/1 | Batch 1224/1767 | Avg Loss: 0.16512242616976008
Epoch 1/1 | Batch 1241/1767 | Avg Loss: 0.17379326044636614
Epoch 1/1 | Batch 1258/1767 | Avg Loss: 0.1916164541069199
Epoch 1/1 | Batch 1275/1767 | Avg Loss: 0.1825930855291731
Epoch 1/1 | Batch 1292/1767 | Avg Loss: 0.17929955155533903
Epoch 1/1 | Batch 1309/1767 | Avg Loss: 0.16359900683164597
Epoch 1/1 | Batch 1326/1767 | Avg Loss: 0.15017265870290644
Epoch 1/1 | Batch 1343/1767 | Avg Loss: 0.1741108955705867
Epoch 1/1 | Batch 1360/1767 | Avg Loss: 0.19280308463117657
Epoch 1/1 | Batch 1377/1767 | Avg Loss: 0.2078227922320366
Epoch 1/1 | Batch 1394/1767 | Avg Loss: 0.2095707394182682
Epoch 1/1 | Batch 1411/1767 | Avg Loss: 0.17256755644784255
Epoch 1/1 | Batch 1428/1767 | Avg Loss: 0.1666544430396136
Epoch 1/1 | Batch 1445/1767 | Avg Loss: 0.2092786339275977
Epoch 1/1 | Batch 1462/1767 | Avg Loss: 0.18315891921520233
Epoch 1/1 | Batch 1479/1767 | Avg Loss: 0.1791705112246906
Epoch 1/1 | Batch 1496/1767 | Avg Loss: 0.16998828114832149
Epoch 1/1 | Batch 1513/1767 | Avg Loss: 0.15942402271663442
Epoch 1/1 | Batch 1530/1767 | Avg Loss: 0.17510869441663518
Epoch 1/1 | Batch 1547/1767 | Avg Loss: 0.1801057475454667
Epoch 1/1 | Batch 1564/1767 | Avg Loss: 0.19042635007816203
Epoch 1/1 | Batch 1581/1767 | Avg Loss: 0.15890072527177193
Epoch 1/1 | Batch 1598/1767 | Avg Loss: 0.17378557955517487
Epoch 1/1 | Batch 1615/1767 | Avg Loss: 0.17030907729092767
Epoch 1/1 | Batch 1632/1767 | Avg Loss: 0.15999086420325673
Epoch 1/1 | Batch 1649/1767 | Avg Loss: 0.1676339213462437
Epoch 1/1 | Batch 1666/1767 | Avg Loss: 0.1944202447638792
Epoch 1/1 | Batch 1683/1767 | Avg Loss: 0.19826095945694866
Epoch 1/1 | Batch 1700/1767 | Avg Loss: 0.14758069637943716
Epoch 1/1 | Batch 1717/1767 | Avg Loss: 0.170146726510104
Epoch 1/1 | Batch 1734/1767 | Avg Loss: 0.1881262984345941
Epoch 1/1 | Batch 1751/1767 | Avg Loss: 0.15901249910102172
